testID,i_YY53,i_OX84,i_WZ23,i_PI79,i_FE86,i_MT80,i_JM82,i_AF64,i_YJ65,i_GI11,i_TW37,i_JF49,i_FO48,i_VN88,i_TJ68,i_QZ64,i_XA12,i_HB29,i_OI90
3908,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
3909,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3910,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
3911,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,1
3912,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,1,NA,1
3913,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3914,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
3915,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3916,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
3917,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
3918,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
3919,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
3920,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
3921,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
3922,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,1
3923,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3924,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
3925,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
3926,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
3927,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
3928,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,0
3929,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
3930,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3931,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,1
3932,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
3933,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,1
3934,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
3935,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
3936,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
3937,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
3938,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3939,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,0
3940,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,0,NA,0
3941,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
3942,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3943,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3944,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
3945,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
3946,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3947,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,0
3948,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3949,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,1
3950,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
3951,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
3952,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,1
3953,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3954,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,0
3955,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,0
3956,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,0
3957,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,0
3958,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
3959,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
3960,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
3961,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
3962,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
3963,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3964,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
3965,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,1
3966,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
3967,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
3968,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
3969,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
3970,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3971,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3972,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,1,0,NA,1
3973,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3974,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,0
3975,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,0
3976,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
3977,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3978,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
3979,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,1,NA,0
3980,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
3981,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
3982,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
3983,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
3984,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
3985,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,0
3986,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,0,NA,0
3987,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
3988,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,0
3989,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
3990,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,1
3991,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,1,NA,0
3992,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
3993,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,0
3994,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
3995,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
3996,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,0
3997,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
3998,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
3999,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
4000,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4001,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,1
4002,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,0
4003,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4004,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4005,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,1,NA,1
4006,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
4007,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4008,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,0
4009,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,0
4010,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
4011,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
4012,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,1
4013,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
4014,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4015,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4016,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,0
4017,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,1
4018,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
4019,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,1
4020,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
4021,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
4022,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
4023,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,1
4024,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
4025,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,1,NA,0
4026,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
4027,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,0
4028,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,1,NA,0
4029,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
4030,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
4031,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
4032,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
4033,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,1,0,NA,1
4034,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,1
4035,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
4036,NA,NA,0,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,1
4037,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
4038,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,1
4039,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,1,NA,1
4040,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4041,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4042,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
4043,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,1,NA,0
4044,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4045,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
4046,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
4047,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
4048,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
4049,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
4050,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
4051,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
4052,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,1,NA,1
4053,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4054,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
4055,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
4056,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,1
4057,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4058,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,1
4059,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,1
4060,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,0
4061,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,0,NA,0
4062,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4063,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,1
4064,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,1
4065,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
4066,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
4067,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,0
4068,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,0
4069,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4070,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,0,NA,NA,0,0,NA,0
4071,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4072,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4073,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
4074,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4075,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,1,NA,0
4076,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4077,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,0,NA,0
4078,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,1,NA,1
4079,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,1,NA,0
4080,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,1
4081,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,1
4082,NA,NA,0,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,0,NA,1
4083,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,1,NA,1
4084,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
4085,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4086,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
4087,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4088,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
4089,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4090,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4091,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
4092,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4093,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
4094,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
4095,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,1,NA,1
4096,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,1,NA,0
4097,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
4098,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4099,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
4100,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4101,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4102,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
4103,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
4104,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4105,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4106,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4107,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4108,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
4109,NA,NA,0,NA,NA,NA,NA,0,NA,0,1,NA,0,NA,NA,0,0,NA,0
4110,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,1
4111,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,1,NA,0
4112,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
4113,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
4114,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
4115,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4116,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,0,1,NA,1
4117,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,0,NA,0
4118,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,1,NA,1
4119,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4120,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
4121,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,1,0,NA,0
4122,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
4123,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,0,NA,0
4124,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
4125,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,1,0,NA,1
4126,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4127,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,1,0,NA,1
4128,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,0
4129,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
4130,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,0
4131,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4132,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,0,1,NA,1
4133,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
4134,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,1,NA,NA,1,1,NA,1
4135,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,1,0,NA,1
4136,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,1,0,NA,1
4137,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,1,1,NA,1
4138,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,0
4139,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4140,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,1,0,NA,0
4141,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4142,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,1
4143,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4144,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4145,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4146,NA,NA,0,NA,NA,NA,NA,1,NA,0,0,NA,1,NA,NA,0,0,NA,0
4147,NA,NA,1,NA,NA,NA,NA,0,NA,0,1,NA,1,NA,NA,0,0,NA,1
4148,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
4149,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4150,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,0,0,NA,0
4151,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,1,NA,0
4152,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,0,0,NA,0
4153,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,0,NA,0
4154,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,0,NA,NA,0,0,NA,1
4155,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,1,0,NA,0
4156,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,0,NA,NA,1,1,NA,1
4157,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,1
4158,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,0,1,NA,1
4159,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,0,NA,1
4160,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,1,NA,1
4161,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,0,NA,1
4162,NA,NA,1,NA,NA,NA,NA,1,NA,0,1,NA,1,NA,NA,1,1,NA,1
4163,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,1,NA,0
4164,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4165,NA,NA,1,NA,NA,NA,NA,1,NA,0,0,NA,0,NA,NA,0,0,NA,0
4166,NA,NA,1,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,1,0,NA,1
4167,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0
4168,NA,NA,0,NA,NA,NA,NA,1,NA,1,0,NA,1,NA,NA,0,0,NA,0
4169,NA,NA,0,NA,NA,NA,NA,0,NA,1,0,NA,1,NA,NA,0,0,NA,1
4170,NA,NA,0,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,1,1,NA,0
4171,NA,NA,0,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,NA,1,0,NA,1
4172,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,NA,0,NA,NA,0,0,NA,0
4173,NA,NA,1,NA,NA,NA,NA,1,NA,1,0,NA,0,NA,NA,0,0,NA,1
